band	artist_id	country
Thy Majestie	1048657	Italy
TiPiCal	46190	Italy
Tim Christensen	257958	Denmark
Time	19798	Italy
Time Machine	1241044	Italy
Timoria	361405	Italy
Tina Allori	1028577	Italy
Tina Dickow	316085	Denmark
Tino Vailati	1051278	Italy
Tiromancino	379963	Italy
Tito Gobbi	1341603	Italy
Tito Schipa	929908	Italy
Tito Schipa Jr.	1736801	Italy
Titta Ruffo	1393386	Italy
Tiziana Ghiglioni	2168241	Italy
Tiziana Rivale	380872	Italy
Tiziano Ferro	286825	Italy
Tiziano Popoli	516001	Italy
Tobias Rahim	4435599	Denmark
Tommaso Cappellato	1332873	Italy
Tommaso Leddi	545386	Italy
Tommaso Paradiso	6142277	Italy
Tommy Seebach	493503	Denmark
Tommyknocker	20226	Italy
Tonico 70	5141700	Italy
Tonina Torrielli	1226308	Italy
Tons	486142	Italy
Tony Arden	1439933	Italy
Tony Bruni	2501384	Italy
Tony Cicco	368885	Italy
Tony Cucchiara	869790	Italy
Tony Dallara	528361	Italy
Tony Dee	1494180	Italy
Tony Del Monaco	1018682	Italy
Tony Esposito	61848	Italy
Tony Maiello	3224818	Italy
Tony Renis	326119	Italy
Tony Rusconi	724480	Italy
Tony Santagata	712038	Italy
Tony Tears	618030	Italy
Topgunn	2425531	Denmark
Topper	812002	Italy
Torment	3792243	Italy
Tormento	668530	Italy
Toro Toro Taxi	4254021	Italy
Tosca	647570	Italy
Toti Dal Monte	974481	Italy
Toto Cutugno	215246	Italy
Totò Savio	197531	Italy
Train to Roots	2884146	Italy
Traks	112758	Italy
Trance Generators	44946	Italy
Trapcoustic	2595052	Italy
Tre Allegri Ragazzi Morti	1589539	Italy
Trees	354999	Italy
Trentemøller	117914	Denmark
Tricarico	1299766	Italy
Trick or Treat	3210689	Italy
Trille	707372	Denmark
Trine Dyrholm	924338	Denmark
Trio Aurora	1211760	Italy
Trio Cavalazzi	5898405	Italy
Trio Lescano	921307	Italy
Tropic of Cancer	1545928	Italy
True Sleeper	6832634	Italy
Tsubo	1516677	Italy
Tullio De Piscopo	31759	Italy
Tullio Mobiglia	765166	Italy
Tullio Pane	1799128	Italy
Turi	996613	Italy
Tutti Fenomeni	6546603	Italy
Twenty Four Hours	2006847	Italy
Two Bo's Maniacs	1243594	Italy
Tying Tiffany	360585	Italy
Têtes de Bois	1633836	Italy
Tørfisk	1039202	Denmark
Tøsedrengene	426633	Denmark
U.S.U.R.A.	66256	Italy
UT	1611063	Italy
Uffe Lorentzen	1598223	Denmark
Ufo Piemontesi	1179478	Italy
Ufomammut	536837	Italy
Ugo Tansini	2464761	Italy
Ugolino	1999860	Italy
Ulrik Neumann	727951	Denmark
Ultimo	62406	Italy
Ultra-Violence	3070465	Italy
Umberto Balsamo	370781	Italy
Umberto Bindi	636433	Italy
Umberto Marcato	503074	Italy
Umberto Napolitano	907891	Italy
Umberto Tozzi	176185	Italy
Under Byen	239257	Denmark
Underage	1194611	Italy
Underfish	111912	Italy
Undergang	1805807	Denmark
Underground Life	697022	Italy
Unexist	23423	Italy
Universal Totem Orchestra	1684085	Italy
Unreal City	4154147	Italy
Untitled Noise	5185356	Italy
Uochi Toki	681136	Italy
Upset Noise	275697	Italy
Urna	1411626	Italy
Usipian	1444690	Denmark
Uto Karem	780742	Italy
Uzeda	387784	Italy
VINAI	3647682	Italy
VOLA	3652537	Denmark
Valdemar Davids	2986835	Denmark
Valdemar Schiøler Linck	3176060	Denmark
Valentina Dorme	2769287	Italy
Valentina Giovagnini	916927	Italy
Valeria Rossi	414913	Italy
Valerie Dore	44955	Italy
Valerio Scanu	3866902	Italy
Vallanzaska	1199983	Italy
Valvola	86611	Italy
Vanadium	979165	Italy
Vanessa Van Basten	832961	Italy
Vanexa	1954958	Italy
Vanilla Sky	308592	Italy
Vasco Rossi	130185	Italy
Vasso Ovale	1066396	Italy
Vegas Jones	5685253	Italy
Venegoni & Co.	1116081	Italy
Venerus	6678021	Italy
Verdena	441452	Italy
Verme	2211715	Italy
Vernice	703755	Italy
Veto	558507	Denmark
Via Dolorosa	547841	Italy
Via Verdi	287143	Italy
Victor Cornelius	727966	Denmark
Vilhelm Herold	1233636	Denmark
Vincenzo Bettoni	1581054	Italy
Vincenzo Zitello	516519	Italy
Vinicio Capossela	401936	Italy
Vinnie Who	1736469	Denmark
Viola Valentino	380862	Italy
Violet Eves	1156947	Italy
Virgin	91762	Italy
Viridanse	1377603	Italy
Virtualmismo	9712	Italy
Vision Divine	406888	Italy
Vittoria Mongardi	1719291	Italy
Vittorio Gelmetti	51672	Italy
Vittorio Marsiglia	2968656	Italy
Vittorio Paltrinieri	296969	Italy
Vivien Vee	36202	Italy
Voices From the Lake	2302007	Italy
Void of Silence	573501	Italy
Volbeat	537021	Denmark
Volpini Volanti	432287	Italy
Voodoo Hill	388261	Italy
Vultures Vengeance	5311475	Italy
Vulvatorious	11197568	Denmark
WEIRD.	3423836	Italy
Walter Foini	1016664	Italy
Walter Marchetti	79245	Italy
Walter Prati	65625	Italy
Walter Rizzati	316759	Italy
Wanda Osiris	1031381	Italy
Wasting Program	15665	Italy
We Wait for the Snow	810130	Italy
Web	12503	Italy
Wera Nepy	2803507	Italy
When Saints Go Machine	1191739	Denmark
Whiskey Ritual	2547245	Italy
White Skull	253170	Italy
Wicked Dub Division	1119038	Italy
William Medagli	2687194	Italy
Willie Peyote	4142391	Italy
Wilma De Angelis	1502336	Italy
Wilma Goich	1020377	Italy
Wind Rose	3091790	Italy
Winged	2355395	Italy
Winstrup Olesen's Bellevue Orkester	5939153	Denmark
Winter Dust	3874517	Italy
Wish Key	98606	Italy
Witch Cross	1521273	Denmark
Witchwood	4396381	Italy
Wotan	2378945	Italy
Wretched	264109	Italy
Wrongonyou	6395747	Italy
XL	32175	Italy
XP8	149439	Italy
Xenoblight	6298973	Denmark
YAGO	104930	Italy
Yasmin	157594	Denmark
Yo Yo Mundi	1131686	Italy
Young Flowers	1640133	Denmark
Yu Kung	1060466	Italy
Yuppie Flu	64038	Italy
Yügen	1645928	Italy
Zanagoria	1371264	Italy
Zatox	119945	Italy
Zeit	2162539	Italy
Zen Circus	503173	Italy
Zenith	5944	Italy
Zero Assoluto	238957	Italy
Zeus!	1888456	Italy
Zibba e Almalibre	2040068	Italy
Zu	212096	Italy
Zucchero	176435	Italy
dARI	1554289	Italy
gAs	1471119	Italy
tv-2	465093	Denmark
Østkyst Hustlers	396477	Denmark
Üstmamò	598804	Italy
