src	trg	nij	score	sdev_cij
273097	3489161	3	0.8951456310679612	
273097	4362623	2	0.966750629722922	
273097	4674688	2	0.8363123236124177	
273097	7203000	2	0.9146640510053948	
275907	289759	8	0.9456908114129916	
275907	1402353	1	0.946618173285622	
275907	4001024	2	0.969143128412058	
277227	373253	3	0.8415094339622642	
277227	468181	5	0.9334389857369256	
277227	537021	8	0.9353079687693644	
277227	855152	2	0.8706276952563489	
277227	1001887	5	0.8907400232468036	
277227	1589669	6	0.9588559959859508	
277227	2800299	2	0.946161515453639	
277227	3652537	1	0.946161515453639	
277227	13256076	1	0.9345887016848364	
278379	405691	3	0.9885741680316408	
278379	692229	1	0.9921954733745572	
278379	906023	1	0.9980431412099408	
278379	1444690	1	0.9875419262098706	
278379	2800299	2	0.996480409114838	
278379	4239619	1	0.9972614694774222	
285231	1043554	11	0.7116042656000713	
285231	1297439	9	0.7441014028740742	
287559	464765	1	0.906496416414116	
287559	472460	7	0.9086817460040304	
287559	489732	5	0.8769124609023704	
287559	740448	2	0.953465098824118	
287559	3320772	8	0.9730433780876184	
287559	4424071	3	0.9552491640520276	
287559	4674688	2	0.921899659740824	
289759	444513	1	0.9779165238641612	
289759	484007	2	0.9271734711655728	
289759	527548	1	0.9465039887376818	
289759	1402353	1	0.9880479877783936	
304789	522462	2	0.9464754446937368	
304789	527548	1	0.9904030710172744	
304789	537044	1	0.98504516360591	
304789	568481	1	0.9732413629065826	
304789	689305	2	0.8686525980882125	
304789	692602	1	0.87115509317996	
304789	793732	1	0.9126775987780628	
304789	1815467	1	0.9636083907807924	
308262	316075	4	0.7838942049242017	
308262	361945	3	0.9452868532124432	
308262	387851	5	0.7553956834532375	
308262	558507	1	0.8949291914116034	
308262	667866	2	0.8526127735596248	
308262	771237	3	0.7964486790818536	
308262	855152	3	0.9302000930665426	
308262	1032769	7	0.8449612403100776	
308262	1883733	2	0.903625516291877	
308262	2791034	3	0.8308077092835074	
308262	3489161	2	0.8777727478497058	
312967	525608	1	0.9881373195135102	
312967	727966	1	0.9271734711655728	
312967	752898	1	0.967391948775716	
312967	1396117	1	0.9609975180238742	
312967	2425462	3	0.975983009467855	
312967	2872300	1	0.977710233029382	
312967	2986738	5	0.9655973084395584	
312967	3029220	1	0.8968789299188293	
312967	3170159	1	0.980306737482843	
312967	3736531	2	0.9641895291367012	
312967	3738379	2	0.9559118236472944	
312967	3738699	3	0.9816075480711812	
312967	3792345	1	0.9661097286408342	
312967	3857274	2	0.9855202536947286	
312967	3857298	1	0.942061216129221	
312967	4310416	6	0.9676058147463708	
315703	707382	10	0.8652153690283978	
315703	1402353	1	0.9504224524281832	
316074	568458	12	0.7080758795963669	
316074	568464	25	0.6390948624175858	
316074	727929	24	0.7750141247187593	
316074	727944	3	0.960148066472395	
316074	1039202	2	0.8715772256845549	
316074	1292568	3	0.91251224713273	
316074	1521273	1	0.898669718209126	
316074	1805807	2	0.9336586787093016	
316074	1815467	13	0.8654345518268755	
316074	3519131	2	0.9336586787093016	
316075	435659	6	0.7895339979911963	
316075	771237	9	0.909403455269934	
316075	1297439	6	0.7976529859084354	
316075	4869766	2	0.8644791549612316	
316077	606202	20	0.7913295901504943	
316077	692587	13	0.6861508515434683	
316077	707372	20	0.6621045276620895	
316077	762948	1	0.8975839885632595	
316077	1018058	12	0.7037094082916185	
316077	1023799	9	0.9342691990090836	
316077	1640133	6	0.7279845864441421	
316077	1703828	47	0.9142692499587296	
316085	361945	1	0.9180671358178114	
316085	489713	3	0.9316326382117962	
316085	568464	6	0.7438875385929186	
316085	760457	5	0.958879122565716	
316085	914234	2	0.9818590380064351	
316085	1012519	4	0.8045386725215565	
316085	1736469	1	0.8893190617171487	
316085	2950045	2	0.9013758675270912	
326376	328477	3	0.825503355704698	
326376	435659	4	0.8327120094993511	
326376	1001887	2	0.8628045357583922	
359803	373253	2	0.9221501390176088	
359803	489720	3	0.8911854103343465	
359803	762840	2	0.8769230769230769	
359803	1703828	3	0.8600896860986548	
359803	2088553	1	0.9790076335877864	
361945	387851	2	0.8583839105081519	
361945	494585	1	0.8960118843560736	
361945	558507	1	0.9760320366814048	
361945	667866	1	0.9327295494918314	
361945	760455	1	0.8865800619687882	
361945	855152	1	0.9536376079949368	
361945	865894	1	0.9526317337962282	
361945	1883733	1	0.9566614581797812	
361945	2515504	3	0.9767186732125748	
361945	2791034	2	0.9411381899810618	
361945	3489161	1	0.9446218758240792	
361945	7203000	2	0.9848225433828532	
365625	740448	1	0.9413227250124316	
365625	2499232	2	0.8987240373061738	
373253	405691	2	0.894496460379082	
373253	426630	8	0.7487813232852889	
373253	568481	2	0.8922278610936877	
373253	2088553	1	0.9725375973369792	
377590	387851	19	0.7892273922377403	
377590	489717	10	0.7831800509955963	
377590	1012519	21	0.7684681746836375	
377590	1544699	21	0.8043608286661954	
377590	1622094	7	0.7587183331061949	
377590	1707752	10	0.7968280440326834	
377590	2488562	1	0.9545869533205712	
377590	2627197	19	0.8471553480686778	
377590	2644206	11	0.7941044198419818	
377590	2696987	18	0.810686564720968	
377590	2719102	10	0.7564967460029695	
377590	4424071	5	0.8589122360836465	
377590	4435599	14	0.8793983672742867	
377590	4674688	4	0.7980791373728343	
377590	5134104	3	0.8001681690370063	
377590	5263640	9	0.8184785123665015	
377590	8046764	8	0.849592419703198	
387851	489732	7	0.7458634127643263	
387851	1012519	20	0.8565059739642157	
387851	1544699	10	0.7730142149961398	
387851	2627197	9	0.8211314691476403	
387851	3706714	3	0.8275727549348522	
387851	9939589	1	0.9742098609355246	
396235	751352	7	0.8709968425800632	
396475	464765	1	0.8828335555618599	
396475	537021	2	0.8564215885092517	
396475	1521273	1	0.975414471530196	
396475	1805807	2	0.984125323248479	
396477	489720	7	0.8955593229329237	
396477	1270023	4	0.8431331708705644	
401513	1640133	6	0.7515273874087856	
405691	468181	2	0.9284053928405392	
405691	537021	2	0.8909339563507892	
405691	568481	2	0.887384825389603	
405691	1444690	1	0.9185938945420906	
426630	453030	28	0.5733378939686162	
426630	568464	34	0.5497553645356871	
426630	771237	14	0.7577933748273709	
426633	521401	28	0.7838942049242017	
426633	562336	15	0.6636586050615649	
426633	602426	14	0.6865216507420208	
426633	684846	13	0.7697988119071844	
426633	906023	1	0.9506230895838232	
431736	493503	7	0.9156232797775024	
431736	605570	5	0.9826316591336144	
431736	689305	8	0.8179122619302376	
431736	692602	4	0.8212890323510141	
444513	568481	1	0.9653528384020847	
462449	731066	1	0.8669442178401643	
464765	537021	1	0.9122642732629336	
464765	1525304	1	0.9905523146829028	
464765	1599156	2	0.9668089141773352	
464765	1805807	1	0.9905523146829028	
464765	1978034	1	0.9698737070180906	
464765	3320772	2	0.9596946835368284	
464793	758954	5	0.7908740117110553	
465093	14431223	1	0.8636938024767628	
468181	689281	1	0.8990500171683644	
468181	870303	2	0.9229298255780264	
468181	1444690	2	0.9733587059942912	
468883	561541	26	0.7085525253995459	
468883	652254	19	0.755361473120944	
468883	1032769	9	0.7881665449233016	
471802	885955	14	0.8167352800570155	
471802	1805807	1	0.8799269194272522	
472460	489732	13	0.8782510258950049	
472460	727944	1	0.9439953134153486	
472460	776433	1	0.9372144952494929	
472460	1592447	1	0.950823768022222	
472460	2780728	1	0.9716000237656705	
484007	707598	2	0.8606111578357163	
484007	762784	2	0.8357028267964817	
484007	762797	3	0.8316161318810715	
484007	1444690	1	0.9185938945420906	
489713	489717	15	0.972930471204811	
489713	489732	3	0.814473576291112	
489713	740448	1	0.9146640510053948	
489713	899263	2	0.8541655025982008	
489713	1533658	1	0.9715707389528409	
489713	1622094	2	0.8496697416459965	
489713	2425531	2	0.8816058063052846	
489713	2515504	2	0.9158661999783496	
489713	2644206	3	0.8670229973978479	
489713	2696987	5	0.8802145157954677	
489713	2791034	3	0.9043082794140854	
489713	4424071	2	0.9377659690946648	
489713	4435599	2	0.8586831713669588	
489713	4674688	6	0.974973589846598	
489713	5134104	1	0.893280463278609	
489715	760457	4	0.7963271216488707	
489715	1402353	1	0.9287976982766136	
489717	489732	6	0.8310686843884069	
489717	537021	3	0.8716036152902525	
489717	558507	1	0.896797610711785	
489717	1012519	7	0.7857627457424502	
489717	1525304	1	0.9583069001637629	
489717	1533658	1	0.9492767457228872	
489717	1544699	8	0.8400352104134104	
489717	1592447	1	0.967421109579498	
489717	1622094	4	0.8633536884958237	
489717	2425531	3	0.8592559390407889	
489717	2515504	2	0.85314299675404	
489717	2696987	6	0.8251393921060411	
489717	3706714	2	0.8572138154903072	
489717	4424071	5	0.9546848170869988	
489717	4674688	2	0.8716036152902525	
489717	11430929	3	0.9053470178712408	
489717	12736460	4	0.890435736208333	
489720	2088553	1	0.9423738238435988	
489732	1012519	8	0.7294198503617182	
489732	1592447	2	0.975620283685832	
489732	1883733	2	0.8621250806655256	
489732	2606039	1	0.9653528384020847	
489732	2627197	7	0.814473576291112	
493503	539935	15	0.6192740983158587	
493503	605570	11	0.9510688080688762	
493503	715957	13	0.7688880688050355	
493503	1928202	1	0.8685999859224326	
497561	2055186	3	0.9996986953508692	
497561	3156119	3	0.9994577169885216	
510823	3519131	3	0.9997288217304188	
522462	692602	13	0.6759775017021354	
525608	692592	1	0.8983167198203739	
525608	1215329	1	0.9658767772511848	
525608	1825984	1	0.9645674535632354	
525608	2425462	1	0.9851936048337646	
525608	2986738	1	0.964829178755403	
525608	3736531	1	0.9851936048337646	
525608	3736769	1	0.9502791654422568	
525608	3738379	1	0.9817258883248732	
527548	1402353	1	0.9932724651609804	
527548	4869766	1	0.9547596606974552	
532042	707598	2	0.8997295015099255	
532042	758950	4	0.9769149427341643	
532042	762783	3	0.8772416133959382	
532042	762840	5	0.950439648281375	
532042	762948	2	0.9944105538359828	
532042	924384	4	0.8334334749128077	
532042	1295287	1	0.9401876808840296	
532042	1640133	3	0.9366774635968368	
535750	1599156	2	0.8676271949572265	
535750	1978034	1	0.8792881312738032	
537021	537044	1	0.8769761588280213	
537021	667866	5	0.965981598544946	
537021	855152	2	0.942700748622403	
537021	1001887	3	0.9210930037340436	
537021	1805807	2	0.9882713321699532	
537021	2800299	2	0.9766794239847508	
537021	2986742	1	0.9538964288868608	
